year,nzsioc,nzsioc_descriptor,nzsioc_descriptor2,variable,units,magnitude,source,data_value
2014,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,315982.89
2015,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,205.38
2015,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,205383.82
2016,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,271.13
2016,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,271131.03
2017,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,301.62
2017,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,301615.67
2018,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,303.14
2018,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,303140.54
2019,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,228.13
2019,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,228125.09
2020,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,240.03
2020,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,240030.11
2021,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,307.36
2021,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,307359.97
2022,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,253.46
2022,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,253464.05
2023,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,272.79
2023,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,272792.02
2024,CC912,Other manufacturing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,239.73
2024,CC912,Other manufacturing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,239725.31
2007,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7607.84
2007,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7607840.75
2008,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9081.68
2008,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9081682.05
2009,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7021.79
2009,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7021791
2010,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6348.85
2010,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6348846.33
2011,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5823.39
2011,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5823391.43
2012,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7224.63
2012,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7224634.58
2013,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5981.81
2013,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5981814.1
2014,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5035.4
2014,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5035404.13
2015,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4894.62
2015,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4894622.92
2016,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3799.8
2016,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3799804.51
2017,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4315.58
2017,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4315583.3
2018,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4110.68
2018,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4110681.64
2019,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4673.34
2019,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4673340.56
2020,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5074.83
2020,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5074833.88
2021,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5141.42
2021,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5141424.85
2022,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3432.35
2022,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3432353.68
2023,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3213.26
2023,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3213255.05
2024,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4186.82
2024,DD111,Electricity generation and on-selling,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4186816.17
2007,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,119.34
2007,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,119342.43
2008,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,109.9
2008,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,109904.54
2009,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,91.25
2009,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,91254.21
2010,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,84.57
2010,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,84574.04
2011,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,93.61
2011,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,93609.68
2012,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,84.89
2012,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,84889.38
2013,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,69.63
2013,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,69631.01
2014,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,76.76
2014,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,76757.06
2015,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,79.33
2015,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,79333.23
2016,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,69.42
2016,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,69420.32
2017,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,50.35
2017,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,50347.31
2018,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,88.41
2018,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,88412.32
2019,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,49.7
2019,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,49697.61
2020,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.45
2020,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,65454.13
2021,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,74.52
2021,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,74515.42
2022,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,80.77
2022,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,80767.9
2023,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,64.33
2023,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,64329.88
2024,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,57.13
2024,DD112,Electricity transmission and distribution,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,57129.37
2007,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,112.81
2007,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,112814.2
2008,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,91.11
2008,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,91112.14
2009,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,149.26
2009,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,149255.73
2010,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,177.12
2010,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,177116.35
2011,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,234.71
2011,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,234709.44
2012,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,270.45
2012,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,270445.89
2013,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,241.92
2013,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,241922.09
2014,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,257.94
2014,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,257940.96
2015,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,202.53
2015,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,202529.47
2016,DD113,Gas supply,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,186.25
2016,DD113,Gas supply,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,186251.13
